country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
United States,Alabama,0,13363464,13363464,13363464,711670,177767,150032,137998,172357,171540,168611,176401,188059,120526,156510,152821,165819,160176,186013,178233,218439,213522,172535,164266,145663,138618,143924,117542
United States,Alabama,10,13363464,9600146,9223176,711670,177322,149717,137653,171879,170984,167960,175758,187397,120113,156052,150764,161376,134408,155063,140170,170457,170479,141152,135279,117728,111843,115664,93739
United States,Alabama,15,13363464,9474931,9129167,711670,177279,149685,137627,171839,170938,167905,175709,187349,120082,156022,150688,161217,133777,154197,139166,168965,169067,140123,134208,116770,110949,114554,92842
United States,Alabama,20,13363464,9345561,9018703,711670,177144,149589,137528,171686,170763,167711,175516,187159,119990,155915,150555,160988,132767,152952,137824,166971,167103,138678,132778,115429,109626,113088,91548
United States,Alabama,25,13363464,9241762,8983057,711670,177038,149534,137477,171615,170692,167620,175424,187071,119948,155863,150458,160822,131855,151929,136712,165433,165599,137532,131639,114316,108553,111899,90592
United States,Alabama,30,13363464,9097763,8727123,711670,176807,149385,137323,171401,170439,167370,175174,186836,119821,155724,150280,160559,130751,150692,135414,163521,163817,136129,130185,112928,107208,110355,89359
United States,Alabama,50,13363464,8662933,8146256,711670,175289,148228,136178,169732,168609,165540,173340,185127,118877,154727,149292,159368,126741,146032,130669,156757,157130,130939,124900,107922,102254,104973,84975
United States,Alabama,75,13363464,7888200,7196450,711670,168587,142793,130254,160979,159097,155666,163002,175903,114143,149859,145310,154810,120069,137680,122720,145023,145479,121733,115524,99009,93498,95679,77605
United States,Alaska,0,150737804,150737804,150737804,2487551,96794,220515,204942,703938,830242,643864,166545,40654,146409,527452,77078,63181,239337,89800,861433,304486,158022,108733,519846,201132,68776,683892,117837
United States,Alaska,10,150737804,56550936,62957035,2487551,96004,218860,203075,696930,824764,639613,165583,40210,145533,526024,75896,59532,226030,83173,794112,269184,137938,102602,474400,182269,64432,577040,86298
United States,Alaska,15,150737804,53421612,59058116,2487551,95631,217457,201131,685999,815666,634370,164508,39935,144834,524706,75193,58788,221350,80608,770264,258855,130000,99649,458213,177421,62143,551005,83544
United States,Alaska,20,150737804,52041275,57120767,2487551,93602,214537,198884,674080,805633,629979,161812,38952,143067,521428,74067,57163,219363,79321,761746,255321,127615,97979,451092,175215,61481,541047,82575
United States,Alaska,25,150737804,51278257,56139807,2487551,92510,213170,198016,668147,800937,627815,160617,38455,142364,519835,73601,56372,217976,78386,755179,252842,126506,96944,446059,174062,61080,533637,81977
United States,Alaska,30,150737804,50000791,54686979,2487551,91296,208340,193696,651659,786916,620532,158558,37921,140697,517455,72928,55412,214283,76755,739736,247787,123484,94769,435536,171613,60146,519511,80931
United States,Alaska,50,150737804,36891040,37958493,2487551,71176,156715,148418,440842,592859,506121,125147,27849,97416,391738,57789,41335,142457,54099,499171,181000,58107,59068,280604,127662,40979,329848,59427
United States,Alaska,75,150737804,19917836,22291888,2487551,27964,66790,62726,148253,252602,264359,64228,14822,53732,238047,34505,20867,48435,25413,148551,73051,21571,21001,89128,60072,17858,95908,24932
United States,Arizona,0,29535713,29535713,29535713,25872,2649,89334,15195,22235,11575,18083,5449,6347,4246,7823,49726,6762,4358,5415,4078,12300,11698,4470,19375,27383,22737,6865,7213
United States,Arizona,10,29535713,2921332,1738957,25872,1570,67073,12397,16561,5560,12340,3414,5283,2841,7133,49180,6060,3961,5244,4059,12204,11394,4339,17843,24830,21665,6638,6088
United States,Arizona,15,29535713,2590355,1584617,25872,1510,63958,12149,15693,4764,11052,3287,5117,2746,6993,49016,5946,3820,5188,4046,12098,11114,4290,16652,23667,20347,6495,5803
United States,Arizona,20,29535713,2352164,1284313,25872,1482,59784,11774,15428,4626,10948,3241,4991,2681,6931,48940,5794,3684,5111,4017,11765,10603,4222,14664,22220,18532,6296,5591
United States,Arizona,25,29535713,2006304,1103207,25872,1453,58096,11327,15064,4432,10746,3179,4928,2618,6850,48756,5554,3394,4942,3929,11056,9856,4131,12257,20190,16289,6006,5214
United States,Arizona,30,29535713,1808869,1075280,25872,1411,55059,11022,14504,4095,10384,3075,4708,2507,6733,48466,5319,3204,4783,3859,10368,9457,4036,11150,18744,15097,5810,4951
United States,Arizona,50,29535713,1172766,426649,25872,1078,22761,6782,9682,2291,7056,2135,3272,1678,5253,46051,3867,2406,3844,3138,6943,7327,3389,7265,12530,10164,4717,3805
United States,Arizona,75,29535713,511181,167498,25872,653,8946,3548,4812,947,3534,1184,1704,762,2866,35822,1838,935,1780,1027,2386,3272,1530,2571,4385,3882,2027,1267
United States,Arkansas,0,13769059,13769059,13769059,456504,116106,92149,78793,117010,105472,125096,118663,92757,90663,111491,88651,96922,93601,97741,91136,112041,115311,101744,85823,69275,68311,71303,63781
United States,Arkansas,10,13769059,8138438,7614077,456504,115838,92014,78667,116773,105196,124793,118346,92398,90332,111126,87409,94156,80865,81409,75825,93136,95395,85472,76659,61570,60725,62408,55333
United States,Arkansas,15,13769059,8023576,7529567,456504,115814,92001,78657,116751,105169,124761,118313,92367,90304,111093,87343,93975,80362,80968,75430,92602,94686,84975,76223,61172,60331,61918,54862
United States,Arkansas,20,13769059,7906609,7425272,456504,115761,91970,78623,116688,105092,124665,118221,92285,90243,111021,87239,93755,79655,80270,74818,91819,93775,84272,75623,60611,59772,61245,54230
United States,Arkansas,25,13769059,7824687,7391207,456504,115702,91938,78598,116648,105043,124603,118156,92234,90193,110970,87150,93580,79010,79684,74320,91176,93004,83683,75138,60187,59317,60735,53709
United States,Arkansas,30,13769059,7696080,7153896,456504,115545,91846,78532,116520,104886,124434,117986,92089,90060,110832,87012,93306,78251,79004,73700,90369,92088,82990,74511,59608,58744,60067,53056
United States,Arkansas,50,13769059,7327297,6617510,456504,114720,91322,78056,115720,103962,123371,116894,91156,89233,109992,86379,92220,75454,76322,71325,87059,88605,80218,71853,57298,56571,57575,50699
United States,Arkansas,75,13769059,6650427,5738405,456504,110114,88001,74733,110323,97477,116516,109971,85950,85488,105637,83900,88846,70211,71348,66490,80290,81678,74308,66341,52292,51838,52215,45905
United States,California,0,40961694,40961694,40961694,225940,56565,82658,73763,76944,53755,119611,166506,230301,139105,39363,35890,71135,76568,146073,114908,214336,244209,259082,155047,414602,541259,220337,132294
United States,California,10,40961694,12864976,12017201,225940,53669,73184,66522,70751,49639,96006,149247,222348,123540,37210,34380,67414,67843,134209,107664,199987,215668,247758,147213,392283,519541,206898,107781
United States,California,15,40961694,11937660,11559390,225940,53310,71973,65730,69914,49154,93188,147066,220606,121722,36853,34046,66296,64058,129247,103007,192974,204296,237252,143192,378055,504910,201128,104904
United States,California,20,40961694,10937165,10993371,225940,53018,70862,64029,69000,48556,90970,143793,219062,119234,36556,33710,64527,59047,120780,92248,178414,183730,215925,135476,350321,482468,193532,101316
United States,California,25,40961694,10254636,10772388,225940,52657,70112,62992,68045,48055,89329,141350,217545,117635,36225,33388,62655,54270,114548,86633,168819,170053,201719,129460,332033,466272,187055,98599
United States,California,30,40961694,9842706,10576452,225940,52198,68574,61290,66689,47175,86060,136812,214408,114222,35660,32838,61050,52023,110650,83420,163422,162613,194575,125532,321824,454395,181915,96286
United States,California,50,40961694,8030228,8279894,225940,47616,57392,48926,56933,42177,72068,116374,195057,98454,33003,30380,52544,41161,91621,65184,133149,125044,149063,106510,264062,391562,158138,86606
United States,California,75,40961694,6285116,6367709,225940,39102,44017,36449,44464,34780,55686,88865,163686,77176,28205,25487,42984,30686,72510,48251,102596,89256,103898,82090,205452,315278,130561,73038
United States,Colorado,0,26974269,26974269,26974269,76251,17421,75121,17882,21969,26963,13642,65157,26420,9684,24571,12009,31894,28202,12357,6854,9557,10067,34041,20356,53026,86087,7137,12203
United States,Colorado,10,26974269,6065690,5014474,76251,14797,56141,13867,17896,23655,10571,63098,24605,7776,23156,10924,30388,25707,10849,6627,9222,9738,33450,19553,50724,82229,6741,11491
United States,Colorado,15,26974269,5690360,4616190,76251,14665,54386,13560,17475,23427,10336,62921,24460,7613,22985,10765,29997,24835,10484,6526,9112,9613,33155,19316,49709,80930,6610,11254
United States,Colorado,20,26974269,5313399,4309223,76251,14558,53531,13431,17306,23242,10195,62784,24348,7529,22864,10690,29553,24154,10164,6408,8921,9415,32675,19068,48423,79417,6474,10954
United States,Colorado,25,26974269,4997737,4144697,76251,14142,47042,12765,16803,22970,9890,62522,24195,7390,22686,10564,28769,23145,9587,6186,8695,9178,31929,18751,47057,77752,6301,10551
United States,Colorado,30,26974269,4775318,4038547,76251,13958,44736,12435,16301,22600,9476,62213,23969,7192,22441,10407,28063,22457,9254,6077,8550,9004,31349,18475,45940,76321,6185,10316
United States,Colorado,50,26974269,3706402,2518036,76251,12548,29771,10765,13999,20418,7607,59545,22461,6169,20551,9419,23105,18172,7421,5088,6959,7523,26403,16105,38468,65138,5209,8456
United States,Colorado,75,26974269,2535838,1331794,76251,9924,17577,8715,10808,16086,5523,51046,19542,4790,17040,7616,15695,13122,5158,3571,4767,5430,19054,12227,28646,47522,3794,6027
United States,Connecticut,0,1289228,1289228,1289228,16154,830,1042,679,1127,1247,1369,1017,955,609,952,502,795,629,826,815,1802,2191,1494,1389,1372,1213,1393,979
United States,Connecticut,10,1289228,1068158,1032235,16154,822,1031,675,1120,1242,1361,1008,951,606,948,501,779,596,791,798,1769,2157,1443,1340,1307,1173,1344,940
United States,Connecticut,15,1289228,1046499,1011678,16154,821,1031,675,1119,1242,1360,1007,951,605,948,501,778,593,786,795,1762,2150,1435,1331,1297,1167,1333,932
United States,Connecticut,20,1289228,1032615,997722,16154,821,1030,674,1119,1242,1358,1006,950,605,948,501,777,591,782,793,1758,2145,1427,1325,1290,1161,1327,928
United States,Connecticut,25,1289228,1021583,995189,16154,820,1030,674,1118,1241,1358,1006,950,605,947,501,776,589,780,791,1755,2142,1424,1320,1284,1158,1323,925
United States,Connecticut,30,1289228,1002004,973102,16154,818,1030,673,1118,1241,1357,1004,949,604,947,500,775,586,775,789,1749,2135,1416,1313,1275,1151,1312,919
United States,Connecticut,50,1289228,929458,910851,16154,807,1020,668,1108,1234,1346,994,944,601,940,498,767,575,753,775,1720,2101,1376,1275,1229,1120,1272,895
United States,Connecticut,75,1289228,819829,832289,16154,768,986,651,1070,1201,1305,958,911,585,908,490,734,546,698,739,1641,2002,1281,1179,1135,1040,1171,841
United States,Delaware,0,529624,529624,529624,13559,1224,682,446,1202,935,859,968,544,555,607,349,690,479,714,727,1027,937,815,1206,800,992,907,798
United States,Delaware,10,529624,198406,195067,13559,1208,679,446,1197,931,851,963,541,553,604,349,684,441,633,639,886,766,657,907,639,718,742,614
United States,Delaware,15,529624,187950,186969,13559,1208,679,446,1196,930,850,963,541,553,604,349,684,438,629,635,880,754,647,891,629,709,736,605
United States,Delaware,20,529624,181554,179500,13559,1207,679,445,1196,930,849,962,541,553,604,349,683,436,626,632,874,743,639,880,620,701,728,598
United States,Delaware,25,529624,176375,178090,13559,1206,679,445,1196,930,849,962,540,553,603,348,683,435,623,630,868,734,630,873,616,695,724,592
United States,Delaware,30,529624,169125,168871,13559,1205,678,445,1195,929,847,961,539,553,603,348,683,434,619,625,861,725,617,859,606,685,713,581
United States,Delaware,50,529624,150666,144399,13559,1193,674,442,1182,921,815,953,536,550,598,347,674,427,606,610,830,688,575,818,573,640,681,547
United States,Delaware,75,529624,128783,120665,13559,1120,614,401,1040,841,751,887,506,515,580,344,640,407,574,564,762,616,505,722,521,546,610,485
United States,District of Columbia,0,16607,16607,16607,80,2,2,1,2,2,9,2,4,2,10,3,12,0,1,4,6,4,0,5,1,1,1,1
United States,District of Columbia,10,16607,5492,3859,80,1,2,1,2,2,8,1,4,2,9,3,11,0,1,2,6,3,0,5,1,1,0,1
United States,District of Columbia,15,16607,4938,3348,80,1,2,1,2,2,8,1,4,2,9,3,11,0,1,2,6,3,0,5,1,1,0,1
United States,District of Columbia,20,16607,4588,3153,80,1,2,1,2,2,8,1,4,2,9,3,11,0,1,2,6,3,0,5,0,1,0,1
United States,District of Columbia,25,16607,4239,3124,80,1,2,1,2,2,8,1,4,2,9,3,11,0,1,2,6,3,0,5,0,1,0,1
United States,District of Columbia,30,16607,3776,2967,80,1,2,1,2,2,7,1,3,2,9,3,11,0,1,2,6,2,0,5,0,1,0,1
United States,District of Columbia,50,16607,2573,2207,80,1,2,0,2,2,6,1,3,2,8,2,10,0,1,1,6,1,0,4,0,1,0,1
United States,District of Columbia,75,16607,1852,1692,80,0,1,0,1,0,2,1,2,2,7,2,9,0,1,1,5,1,0,3,0,0,0,0
United States,Florida,0,14745993,14745993,14745993,579989,108086,94038,96280,119167,111747,122290,114920,103738,86368,94313,90236,120480,109969,108172,105920,133691,162917,152619,143389,94985,80181,86016,68791
United States,Florida,10,14745993,8526790,8206973,579989,106609,92513,94779,117039,109384,119780,112957,102143,85433,93478,88604,116515,88876,80706,75685,95319,124519,118983,109306,70593,56266,60197,48585
United States,Florida,15,14745993,8191888,7912703,579989,106451,92352,94571,116796,109117,119464,112739,101951,85300,93377,88435,116155,87726,79429,74382,93627,122782,117535,107432,69303,55078,58699,47577
United States,Florida,20,14745993,7885712,7605136,579989,106212,92106,94325,116423,108723,119052,112386,101665,85104,93185,88256,115789,86743,78418,73489,92104,121144,116298,105963,68055,53960,57348,46506
United States,Florida,25,14745993,7676899,7492195,579989,106069,91986,94214,116249,108532,118830,112209,101533,85030,93101,88155,115564,86117,77724,72906,91154,120128,115448,104972,67242,53221,56459,45789
United States,Florida,30,14745993,7424735,7198023,579989,105686,91603,93855,115737,107954,118229,111744,101176,84791,92909,87923,115150,85147,76684,71991,89665,118551,114161,103555,66128,52258,55210,44836
United States,Florida,50,14745993,6337547,5795670,579989,103261,89251,91224,112296,104439,114529,108576,98653,83076,91437,86359,112759,78624,70155,66275,81688,110299,107057,96299,60626,47465,49148,40525
United States,Florida,75,14745993,5102720,4387120,579989,94702,81535,82806,101239,92855,102789,98547,91214,78071,86966,82004,105425,69131,61423,58773,71013,94838,95218,84326,52400,40251,40517,34080
United States,Georgia,0,15243415,15243415,15243415,893856,165662,161891,141946,176543,174410,188172,202553,174301,131921,168437,186080,202134,186830,205873,199060,242360,287773,200794,193120,161171,149422,163236,124548
United States,Georgia,10,15243415,10499999,10015675,893856,164926,161236,141193,175569,173161,186578,201166,172867,130981,167421,183080,196046,152384,164097,148920,180950,228203,156034,152664,127510,119389,131118,98580
United States,Georgia,15,15243415,10337093,9834260,893856,164847,161167,141107,175465,173031,186432,201029,172756,130907,167345,182901,195774,151632,163038,147735,179170,226194,154542,151308,126394,118258,129621,97527
United States,Georgia,20,15243415,10180938,9653637,893856,164661,161018,140915,175235,172686,186027,200690,172432,130691,167102,182639,195371,150576,161761,146326,177136,223966,153020,149746,125065,116939,127955,96331
United States,Georgia,25,15243415,10057752,9594675,893856,164530,160925,140831,175131,172549,185851,200539,172290,130599,167001,182500,195139,149701,160714,145179,175524,222246,151774,148529,123985,115927,126690,95399
United States,Georgia,30,15243415,9893279,9330400,893856,164232,160672,140569,174783,172087,185349,200104,171906,130373,166734,182227,194741,148510,159348,143697,173459,220051,150176,147008,122623,114627,125052,94184
United States,Georgia,50,15243415,9230107,8393699,893856,161940,158715,138370,171887,168579,181595,196841,169127,128541,164739,179921,192159,141226,151334,135447,162508,208107,141595,138441,115343,107789,116991,88404
United States,Georgia,75,15243415,8216898,6939592,893856,152034,149284,127755,158867,152919,165021,182301,157689,121665,157109,172872,183770,130805,139641,124164,146397,188715,128213,124632,103593,96621,104561,79245
United States,Hawaii,0,1672429,1672429,1672429,26849,691,782,960,821,696,550,870,697,503,616,291,984,498,1276,2521,2110,1767,2445,1562,1179,1000,834,1191
United States,Hawaii,10,1672429,747927,673022,26849,639,716,901,736,632,515,837,669,477,585,274,926,452,1112,1866,1764,1298,2209,1259,908,726,609,747
United States,Hawaii,15,1672429,719067,663847,26849,634,712,893,734,626,511,832,666,475,581,272,919,448,1104,1851,1740,1272,2193,1242,892,712,594,726
United States,Hawaii,20,1672429,693918,658791,26849,630,707,879,730,622,507,828,664,471,577,270,908,442,1095,1838,1722,1253,2179,1226,878,694,582,707
United States,Hawaii,25,1672429,673122,650390,26849,629,702,874,729,619,506,826,663,469,575,269,903,438,1090,1829,1704,1239,2168,1215,867,680,572,695
United States,Hawaii,30,1672429,659496,627237,26849,627,700,867,728,617,502,823,661,468,571,268,899,435,1084,1818,1691,1219,2157,1202,857,666,562,679
United States,Hawaii,50,1672429,579275,564626,26849,590,661,786,701,574,466,788,641,453,531,254,842,415,1050,1745,1604,1127,2072,1136,787,582,502,597
United States,Hawaii,75,1672429,460384,483657,26849,515,595,682,623,491,398,675,593,417,445,226,729,321,812,1195,1235,824,1745,867,581,402,361,417
United States,Idaho,0,21643984,21643984,21643984,150420,88379,34281,40346,58805,45908,68544,165176,124837,26145,37327,35942,102133,87188,57853,49144,106151,86782,67077,47266,40811,61133,91027,72208
United States,Idaho,10,21643984,8239695,7072408,150420,85306,33025,39104,57237,42920,65841,155896,121495,25818,36102,35341,100135,83746,55936,48073,103534,83669,65050,45955,39513,58678,88115,69802
United States,Idaho,15,21643984,7927654,6845873,150420,84921,32878,38901,57076,42658,65568,155028,121151,25762,35938,35257,99683,83088,55495,47853,102845,83024,64520,45688,39219,58053,87421,69267
United States,Idaho,20,21643984,7650363,6590664,150420,84264,32718,38699,56796,42274,65255,153993,120768,25702,35667,35160,99124,82404,54890,47514,101853,82175,63870,45304,38830,57373,86610,68694
United States,Idaho,25,21643984,7438965,6499065,150420,83703,32613,38518,56540,41969,65007,153248,120462,25638,35413,35065,98464,81634,54283,47269,101081,81429,63280,44903,38521,56780,85822,68117
United States,Idaho,30,21643984,7251041,6394973,150420,82914,32387,38116,56255,41496,64521,151656,119978,25548,35175,34922,97776,80825,53722,46956,100126,80541,62615,44511,38232,56149,84900,67553
United States,Idaho,50,21643984,6406902,5194820,150420,74806,30179,35148,53417,37162,60080,136323,114159,24632,32870,33255,91139,74800,49731,43971,93048,74443,58634,42149,36179,51768,79145,63410
United States,Idaho,75,21643984,5345752,4019632,150420,58155,26050,29819,47777,30499,51521,112026,103150,22493,28661,30093,78772,64605,43679,39001,81265,64671,51438,37809,32622,44918,69763,55990
United States,Illinois,0,15008781,15008781,15008781,186921,1081,784,688,657,841,758,813,788,1317,670,843,2035,5599,1870,1351,2263,4566,2845,1761,1829,1719,2174,2302
United States,Illinois,10,15008781,2565300,2444286,186921,993,730,647,608,787,709,776,753,1280,644,755,1539,3036,1281,985,1636,3389,2333,1253,1417,1312,1718,1638
United States,Illinois,15,15008781,2449501,2332421,186921,986,726,646,605,782,705,773,749,1275,640,747,1503,2860,1231,960,1599,3284,2279,1220,1380,1278,1675,1587
United States,Illinois,20,15008781,2362514,2247159,186921,978,721,642,601,775,700,769,746,1270,637,741,1474,2698,1180,933,1555,3175,2220,1185,1345,1241,1634,1537
United States,Illinois,25,15008781,2298599,2216698,186921,972,717,640,598,772,697,768,744,1268,635,737,1455,2595,1144,917,1521,3102,2182,1161,1320,1217,1604,1504
United States,Illinois,30,15008781,2203741,2070409,186921,960,711,634,591,763,688,763,739,1261,630,729,1422,2419,1086,879,1467,2987,2113,1124,1278,1175,1555,1442
United States,Illinois,50,15008781,1967943,1681399,186921,909,672,604,558,720,638,727,705,1214,603,691,1313,1942,941,781,1321,2668,1902,1007,1155,1057,1409,1284
United States,Illinois,75,15008781,1644634,1086390,186921,780,576,521,469,619,527,623,615,1074,523,604,1102,1375,720,624,1055,2126,1531,807,940,846,1138,1028
United States,Indiana,0,9436269,9436269,9436269,142627,610,524,540,1127,1019,1167,1362,1333,1222,931,1555,2229,3998,1624,1788,3262,4174,2711,2353,2481,2310,2831,3330
United States,Indiana,10,9436269,2388667,2272560,142627,550,495,506,1073,971,1114,1319,1294,1198,908,1385,1987,2555,1449,1540,2820,3541,2318,1927,2080,1994,2399,2738
United States,Indiana,15,9436269,2301241,2209811,142627,545,493,505,1069,965,1110,1313,1289,1195,906,1374,1975,2477,1434,1515,2777,3483,2274,1895,2042,1960,2351,2687
United States,Indiana,20,9436269,2235643,2149942,142627,542,491,503,1067,961,1106,1308,1285,1191,903,1367,1964,2414,1420,1492,2737,3435,2236,1867,2008,1931,2314,2640
United States,Indiana,25,9436269,2191097,2134448,142627,540,489,502,1066,958,1106,1305,1283,1190,902,1363,1957,2375,1411,1480,2710,3399,2206,1847,1988,1911,2289,2610
United States,Indiana,30,9436269,2120555,2011125,142627,534,486,499,1061,952,1100,1299,1279,1185,898,1353,1946,2304,1395,1452,2661,3323,2154,1814,1945,1876,2236,2554
United States,Indiana,50,9436269,1951144,1728838,142627,499,463,475,1025,913,1062,1248,1235,1153,870,1311,1882,2093,1338,1381,2517,3121,2011,1717,1825,1774,2104,2417
United States,Indiana,75,9436269,1674746,1288876,142627,387,359,383,869,755,865,1056,1051,1000,765,1202,1692,1742,1187,1207,2185,2717,1745,1509,1583,1562,1832,2134
United States,Iowa,0,14584483,14584483,14584483,100296,243,189,132,318,241,301,348,318,267,299,453,802,2935,1429,410,722,1304,1673,1134,2364,900,1336,1130
United States,Iowa,10,14584483,1461437,1323441,100296,220,170,123,292,223,282,323,289,250,279,402,731,1300,1248,323,537,1046,1231,740,2088,698,990,905
United States,Iowa,15,14584483,1374684,1230589,100296,216,167,122,288,219,279,317,280,247,276,393,701,1209,1185,316,521,1015,1194,716,2065,679,953,881
United States,Iowa,20,14584483,1302552,1165432,100296,214,164,121,285,217,276,313,277,246,273,389,673,1129,1128,308,504,982,1154,695,2044,659,914,852
United States,Iowa,25,14584483,1256396,1146548,100296,213,163,121,284,215,275,311,275,245,272,386,657,1076,1090,301,493,956,1124,682,2030,644,888,832
United States,Iowa,30,14584483,1181709,1034407,100296,210,161,120,281,212,272,305,271,243,269,377,628,982,1022,291,474,914,1075,660,2002,622,841,795
United States,Iowa,50,14584483,1018899,752828,100296,194,147,112,258,195,254,283,247,230,254,344,556,759,818,257,419,803,941,547,1904,540,711,690
United States,Iowa,75,14584483,760252,395980,100296,162,121,94,216,159,215,243,209,196,216,288,440,443,546,180,298,552,674,355,1687,383,489,499
United States,Kansas,0,21312413,21312413,21312413,109840,903,604,394,772,640,614,837,968,571,541,658,892,2541,2201,815,2959,1712,1164,758,1344,785,821,1251
United States,Kansas,10,21312413,1287497,985389,109840,829,530,313,686,568,520,772,819,495,436,553,722,1856,1783,667,2255,1334,937,590,1138,586,618,890
United States,Kansas,15,21312413,1177306,901032,109840,821,526,310,680,562,515,765,811,490,431,544,699,1768,1693,637,1813,1266,890,569,1109,558,587,838
United States,Kansas,20,21312413,1072969,822188,109840,812,520,305,667,555,505,756,791,480,422,534,666,1674,1591,604,1501,1192,842,543,1077,528,543,785
United States,Kansas,25,21312413,1001034,805164,109840,799,513,302,655,549,496,746,766,472,415,526,648,1603,1512,580,1217,1145,807,525,1053,506,511,747
United States,Kansas,30,21312413,893151,702581,109840,774,502,295,638,536,479,732,736,460,401,512,620,1499,1410,542,1091,1057,749,494,1009,468,464,685
United States,Kansas,50,21312413,689113,470406,109840,671,436,260,549,453,411,656,619,395,341,426,510,1142,1054,418,720,809,582,403,884,357,353,515
United States,Kansas,75,21312413,447090,232497,109840,474,327,206,426,352,320,512,460,290,252,313,381,655,635,258,422,484,376,283,652,229,226,306
United States,Kentucky,0,10452628,10452628,10452628,257422,12820,8587,9013,13988,15697,14539,18499,17836,12497,14223,9872,13413,10084,10509,11066,21084,18946,11173,9424,9283,8803,11558,10654
United States,Kentucky,10,10452628,5854779,5533079,257422,12657,8512,8971,13865,15578,14439,18360,17745,12451,14162,9696,13112,8539,9697,10763,20012,17980,10618,8785,8759,8109,10751,9647
United States,Kentucky,15,10452628,5735070,5480582,257422,12642,8505,8967,13854,15565,14429,18344,17735,12446,14155,9681,13091,8408,9614,10712,19866,17845,10535,8703,8691,8029,10658,9551
United States,Kentucky,20,10452628,5630088,5411322,257422,12628,8498,8963,13840,15550,14417,18328,17723,12439,14147,9667,13068,8286,9525,10661,19726,17706,10451,8623,8628,7956,10562,9459
United States,Kentucky,25,10452628,5562241,5393640,257422,12618,8491,8959,13832,15542,14408,18316,17715,12435,14142,9657,13056,8204,9475,10631,19641,17624,10404,8579,8586,7907,10502,9398
United States,Kentucky,30,10452628,5441915,5229070,257422,12595,8478,8951,13810,15521,14386,18292,17695,12424,14130,9640,13031,8063,9392,10563,19460,17464,10298,8487,8508,7806,10385,9273
United States,Kentucky,50,10452628,5188221,4912047,257422,12433,8382,8888,13669,15370,14241,18091,17560,12344,14043,9555,12923,7690,9141,10381,18962,16998,10044,8264,8296,7571,10093,9007
United States,Kentucky,75,10452628,4713155,4323084,257422,11749,7970,8550,12983,14621,13510,17161,16843,11832,13561,9259,12470,7037,8569,9905,17806,15934,9452,7747,7801,7039,9462,8441
United States,Louisiana,0,12073542,12073542,12073542,522024,103056,97037,89042,115841,126993,121566,117852,106885,93415,107448,96327,103178,109641,115435,103309,109146,111904,95680,83391,85280,67890,72317,73879
United States,Louisiana,10,12073542,6808332,6898568,522024,102719,96781,88768,115495,126467,121102,117314,106466,92986,107030,92690,99281,85481,89809,81142,86193,90034,79197,71643,72112,57801,61428,61502
